repository,number,eligible,ga,v_old,v_new,update_type,statically_compatible,dynamically_compatible,err
seifrajhi/Kubernetes-practical-exercises-Hands-on,89,1,org.webjars.npm:bootstrap,5.3.2,5.3.3,patch,1,0,no_maven
jhipster/jhipster-lite,9590,1,org.webjars.npm:htmx.org,1.9.11,1.9.12,patch,1,0,no_maven
jhipster/jhipster-lite,9263,1,org.webjars.npm:htmx.org,1.9.10,1.9.11,patch,1,0,no_maven
jhipster/jhipster-lite,8442,1,org.webjars.npm:htmx.org,1.9.9,1.9.10,patch,1,0,no_maven
jhipster/jhipster-lite,9198,1,org.webjars:webjars-locator,0.51,0.52,minor,1,1,
jhipster/jhipster-lite,9180,1,org.webjars:webjars-locator,0.50,0.51,minor,1,1,
hantsy/jakartaee10-starter-boilerplate,73,1,org.wildfly.plugins:wildfly-maven-plugin,4.2.2.Final,5.0.0.Final,major,0,,
hantsy/jakartaee10-starter-boilerplate,52,1,org.wildfly.plugins:wildfly-maven-plugin,4.2.1.Final,4.2.2.Final,patch,1,,
hantsy/jakartaee10-starter-boilerplate,31,1,org.wildfly.plugins:wildfly-maven-plugin,4.2.0.Final,4.2.1.Final,patch,1,,
quarkiverse/quarkus-langchain4j,433,1,org.wiremock:wiremock-standalone,3.4.2,3.5.2,minor,0,,
quarkiverse/quarkus-langchain4j,324,1,org.wiremock:wiremock-standalone,3.4.1,3.4.2,patch,0,,
quarkiverse/quarkus-langchain4j,314,1,org.wiremock:wiremock-standalone,3.3.1,3.4.1,minor,0,,
quarkiverse/quarkus-langchain4j,4,1,org.wiremock:wiremock-standalone,3.2.0,3.3.1,minor,0,,
quarkiverse/quarkus-langchain4j,490,1,org.wiremock:wiremock-standalone,3.5.3,3.5.4,patch,0,,
quarkiverse/quarkus-langchain4j,470,1,org.wiremock:wiremock-standalone,3.5.2,3.5.3,patch,0,,
OpenFeign/querydsl,339,1,org.xerial:sqlite-jdbc,3.45.1.0,3.45.2.0,patch,1,1,
OpenFeign/querydsl,278,1,org.xerial:sqlite-jdbc,3.45.0.0,3.45.1.0,patch,1,1,
OpenFeign/querydsl,200,1,org.xerial:sqlite-jdbc,3.43.2.2,3.44.1.0,minor,0,,
OpenFeign/querydsl,129,1,org.xerial:sqlite-jdbc,3.44.0.0,3.44.1.0,patch,1,1,
OpenFeign/querydsl,107,1,org.xerial:sqlite-jdbc,3.43.2.2,3.44.0.0,minor,0,,
OpenFeign/querydsl,389,1,org.xerial:sqlite-jdbc,3.45.2.0,3.45.3.0,patch,1,1,
cmu-db/benchbase,487,1,org.xerial:sqlite-jdbc,3.42.0.0,3.45.2.0,minor,0,,
whereareiam/Socialismus,21,1,org.xerial:sqlite-jdbc,3.45.1.0,3.45.2.0,patch,1,1,
whereareiam/Socialismus,16,1,org.xerial:sqlite-jdbc,3.45.0.0,3.45.1.0,patch,1,1,
whereareiam/Socialismus,14,1,org.xerial:sqlite-jdbc,3.44.1.0,3.45.0.0,minor,1,0,
whereareiam/Socialismus,7,1,org.xerial:sqlite-jdbc,3.43.2.1,3.44.1.0,minor,0,,
meteorOSS/wechat-bc,7,1,org.yaml:snakeyaml,1.28,2.2,major,0,,
alibaba/fastjson2,1803,1,org.yaml:snakeyaml,2.1,2.2,minor,1,,
alibaba/fastjson2,1752,1,org.yaml:snakeyaml,2.0,2.1,minor,0,,
devlive-community/datacap,666,1,org.yaml:snakeyaml,2.0,2.2,minor,0,,
Swofty-Developments/Continued-Slime-World-Manager,3,1,org.yaml:snakeyaml,1.24,2.0,major,0,,
artemnefedov/JavaAI,20,1,org.yaml:snakeyaml,2.1,2.2,minor,1,,
artemnefedov/JavaAI,17,1,org.yaml:snakeyaml,2.0,2.1,minor,0,,
kspalaiologos/kamilalisp,56,1,rocks.palaiologos:maja,0.2.2,0.2.4,patch,0,,
kspalaiologos/kamilalisp,44,1,rocks.palaiologos:maja,0.2.0-beta3,0.2.2,patch,0,,
albilu/netbeansPython,66,1,se.bjurr.gitchangelog:git-changelog-maven-plugin,1.97.1,1.100.6,minor,1,0,no_test
albilu/netbeansPython,60,1,se.bjurr.gitchangelog:git-changelog-maven-plugin,1.97.0,1.97.1,patch,1,0,no_test
seifrajhi/Kubernetes-practical-exercises-Hands-on,79,1,software.amazon.awssdk:bom,2.23.16,2.25.0,minor,0,,NO_JAR
seifrajhi/Kubernetes-practical-exercises-Hands-on,60,1,software.amazon.awssdk:bom,2.22.9,2.23.16,minor,0,,NO_JAR
awslabs/eventbridge-kafka-connector,105,1,software.amazon.awssdk:bom,2.20.109,2.20.125,patch,0,,NO_JAR
awslabs/eventbridge-kafka-connector,83,1,software.amazon.awssdk:bom,2.20.103,2.20.109,patch,0,,NO_JAR
awslabs/eventbridge-kafka-connector,81,1,software.amazon.awssdk:bom,2.20.101,2.20.103,patch,0,,NO_JAR
awslabs/eventbridge-kafka-connector,79,1,software.amazon.awssdk:bom,2.20.97,2.20.101,patch,0,,NO_JAR
awslabs/eventbridge-kafka-connector,75,1,software.amazon.awssdk:bom,2.20.92,2.20.97,patch,0,,NO_JAR
awslabs/eventbridge-kafka-connector,70,1,software.amazon.awssdk:bom,2.20.87,2.20.92,patch,0,,NO_JAR
awslabs/eventbridge-kafka-connector,60,1,software.amazon.awssdk:bom,2.20.83,2.20.87,patch,0,,NO_JAR
awslabs/eventbridge-kafka-connector,51,1,software.amazon.awssdk:bom,2.20.80,2.20.83,patch,0,,NO_JAR
awslabs/eventbridge-kafka-connector,40,1,software.amazon.awssdk:bom,2.20.74,2.20.80,patch,0,,NO_JAR
awslabs/eventbridge-kafka-connector,15,1,software.amazon.awssdk:bom,2.20.65,2.20.74,patch,0,,NO_JAR
aws-containers/retail-store-sample-app,449,1,software.amazon.awssdk:bom,2.22.9,2.23.15,minor,0,,no_jar
jhipster/jhipster-lite,8316,1,tech.jhipster.lite:jhlite,1.0.0,1.1.0,minor,1,0,no_compile
jhipster/jhipster-lite,8252,1,tech.jhipster.lite:jhlite,0.48.0,1.0.0,major,0,,
