repository,number,eligible,ga,v_old,v_new,update_type,statically_compatible,dynamically_compatible,err
sventorben/keycloak-home-idp-discovery,253,1,org.apache.logging.log4j:log4j-core,2.20.0,2.21.0,minor,1,,
brenoepics/at4j,7,1,org.apache.logging.log4j:log4j-core,2.20.0,2.22.1,minor,0,,
instancio/instancio,926,1,org.apache.maven.plugins:maven-antrun-plugin,3.0.0,3.1.0,minor,0,,
OpenFeign/querydsl,347,1,org.apache.maven.plugins:maven-assembly-plugin,3.7.0,3.7.1,patch,1,,
OpenFeign/querydsl,335,1,org.apache.maven.plugins:maven-assembly-plugin,3.6.0,3.7.0,minor,0,,
OpenFeign/querydsl,23,1,org.apache.maven.plugins:maven-assembly-plugin,3.3.0,3.6.0,minor,0,,
usdAG/FlowMate,19,1,org.apache.maven.plugins:maven-assembly-plugin,3.2.0,3.6.0,minor,0,,
alibaba/fastjson2,2361,1,org.apache.maven.plugins:maven-assembly-plugin,3.7.0,3.7.1,patch,1,,
alibaba/fastjson2,2315,1,org.apache.maven.plugins:maven-assembly-plugin,3.6.0,3.7.0,minor,0,,
devlive-community/datacap,579,1,org.apache.maven.plugins:maven-assembly-plugin,3.5.0,3.6.0,minor,0,,
cmu-db/benchbase,482,1,org.apache.maven.plugins:maven-assembly-plugin,3.6.0,3.7.0,minor,0,,
OpenFeign/querydsl,14,1,org.apache.maven.plugins:maven-checkstyle-plugin,3.1.2,3.3.1,minor,0,,
Flmelody/windward,20,1,org.apache.maven.plugins:maven-checkstyle-plugin,3.3.0,3.3.1,patch,1,,
michelin/kstreamplify,118,1,org.apache.maven.plugins:maven-checkstyle-plugin,3.3.0,3.3.1,patch,1,,
alibaba/fastjson2,1962,1,org.apache.maven.plugins:maven-checkstyle-plugin,3.3.0,3.3.1,patch,1,,
instancio/instancio,789,1,org.apache.maven.plugins:maven-checkstyle-plugin,3.3.0,3.3.1,patch,1,,
aws/event-ruler,123,1,org.apache.maven.plugins:maven-checkstyle-plugin,3.3.0,3.3.1,patch,1,,
aws-containers/retail-store-sample-app,380,1,org.apache.maven.plugins:maven-checkstyle-plugin,3.3.0,3.3.1,patch,1,,
SpringBootCourses/cqrs-banking-app,22,1,org.apache.maven.plugins:maven-checkstyle-plugin,3.2.2,3.3.1,minor,0,,
YehiaFarghaly/database-engine,115,1,org.apache.maven.plugins:maven-checkstyle-plugin,3.3.0,3.3.1,patch,1,,
SpringBootCourses/tasklist,28,1,org.apache.maven.plugins:maven-checkstyle-plugin,3.2.2,3.3.1,minor,0,,
alibaba/fastjson2,1961,1,org.apache.maven.plugins:maven-clean-plugin,3.3.1,3.3.2,patch,1,,
cmu-db/benchbase,384,1,org.apache.maven.plugins:maven-clean-plugin,3.2.0,3.3.2,minor,0,,
dmlloyd/jdk-classfile-preview,17,1,org.apache.maven.plugins:maven-clean-plugin,3.3.1,3.3.2,patch,1,,
dmlloyd/jdk-classfile-preview,3,1,org.apache.maven.plugins:maven-clean-plugin,3.2.0,3.3.1,minor,0,,
artemnefedov/JavaAI,24,1,org.apache.maven.plugins:maven-clean-plugin,3.3.1,3.3.2,patch,1,,
OpenFeign/querydsl,349,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,1,1,
OpenFeign/querydsl,218,1,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.1,minor,1,1,
OpenFeign/querydsl,214,1,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.1,minor,1,1,
OpenFeign/querydsl,27,1,org.apache.maven.plugins:maven-compiler-plugin,3.8.1,3.11.0,minor,0,,
quarkiverse/quarkus-langchain4j,190,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.0,3.12.1,patch,1,1,
quarkiverse/quarkus-langchain4j,167,1,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.0,minor,1,1,
michelin/kstreamplify,186,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,1,1,
TFyre/bambu-farm,53,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,1,1,
IBM/JTOpen,166,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,1,1,
IBM/JTOpen,149,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.0,3.12.1,patch,1,1,
IBM/JTOpen,148,1,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.0,minor,1,1,
IBM/JTOpen,140,1,org.apache.maven.plugins:maven-compiler-plugin,3.10.0,3.11.0,minor,0,,
alibaba/fastjson2,2342,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,1,1,
alibaba/fastjson2,2174,1,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.1,minor,1,1,
devlive-community/datacap,557,1,org.apache.maven.plugins:maven-compiler-plugin,3.3,3.12.1,minor,0,,
instancio/instancio,970,1,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.13.0,minor,1,1,
aws/event-ruler,148,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,1,1,
aws/event-ruler,138,1,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.1,minor,1,1,
spring-projects-experimental/spring-boot-migrator,928,1,org.apache.maven.plugins:maven-compiler-plugin,3.10.1,3.11.0,minor,0,,
jhipster/jhipster-lite,9277,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,1,1,
jhipster/jhipster-lite,9273,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,1,1,
jhipster/jhipster-lite,8445,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.0,3.12.1,patch,1,1,
jhipster/jhipster-lite,8441,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.0,3.12.1,patch,1,1,
jhipster/jhipster-lite,8415,1,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.0,minor,1,1,
jhipster/jhipster-lite,8408,1,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.0,minor,1,1,
cmu-db/benchbase,437,1,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.0,minor,1,1,
MoshiCoCo/Apple-Monitor,33,1,org.apache.maven.plugins:maven-compiler-plugin,3.8.1,3.11.0,minor,0,,
sventorben/keycloak-home-idp-discovery,338,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,1,1,
sventorben/keycloak-home-idp-discovery,295,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.0,3.12.1,patch,1,1,
sventorben/keycloak-home-idp-discovery,294,1,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.0,minor,1,1,
brenoepics/at4j,9,1,org.apache.maven.plugins:maven-compiler-plugin,3.8.1,3.12.1,minor,0,,
HaHaWTH/AdvancedSensitiveWords,4,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,1,1,
Sstudios-Dev/Betterpvp-2.0,3,1,org.apache.maven.plugins:maven-compiler-plugin,3.8.1,3.12.1,minor,0,,
whereareiam/Socialismus,23,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,1,1,
whereareiam/Socialismus,10,1,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.1,minor,1,1,
dmlloyd/jdk-classfile-preview,33,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,1,1,
dmlloyd/jdk-classfile-preview,27,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.0,3.12.1,patch,1,1,
dmlloyd/jdk-classfile-preview,26,1,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.0,minor,1,1,
dmlloyd/jdk-classfile-preview,1,1,org.apache.maven.plugins:maven-compiler-plugin,3.10.1,3.11.0,minor,0,,
std-uritemplate/std-uritemplate,141,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,1,1,
std-uritemplate/std-uritemplate,117,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.0,3.12.1,patch,1,1,
std-uritemplate/std-uritemplate,115,1,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.0,minor,1,1,
std-uritemplate/std-uritemplate,25,1,org.apache.maven.plugins:maven-compiler-plugin,3.10.1,3.11.0,minor,0,,
hantsy/jakartaee10-starter-boilerplate,61,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,1,1,
hantsy/jakartaee10-starter-boilerplate,43,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.0,3.12.1,patch,1,1,
hantsy/jakartaee10-starter-boilerplate,42,1,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.0,minor,1,1,
openbrms/openbrms,68,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,1,1,
openbrms/openbrms,48,1,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.1,minor,1,1,
apache/eventmesh-dashboard,114,1,org.apache.maven.plugins:maven-compiler-plugin,3.8.1,3.13.0,minor,0,,
huanmeng-qwq/Gui,5,1,org.apache.maven.plugins:maven-compiler-plugin,3.10.1,3.13.0,minor,0,,
quarkiverse/quarkus-primefaces,150,1,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.1,minor,1,1,
rabobank/shadow-tool,145,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,1,1,
rabobank/shadow-tool,127,1,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.1,minor,1,1,
ApliNi/Chat2QQ,47,1,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,1,1,
ApliNi/Chat2QQ,40,1,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.1,minor,1,1,
hantsy/jakartaee10-starter-boilerplate,24,1,org.apache.maven.plugins:maven-dependency-plugin,3.6.0,3.6.1,patch,1,,
OpenFeign/querydsl,58,1,org.apache.maven.plugins:maven-deploy-plugin,2.8.2,3.1.1,major,0,,
OpenFeign/querydsl,414,1,org.apache.maven.plugins:maven-deploy-plugin,3.1.1,3.1.2,patch,1,,
alibaba/fastjson2,2501,1,org.apache.maven.plugins:maven-deploy-plugin,3.1.1,3.1.2,patch,1,,
instancio/instancio,1003,1,org.apache.maven.plugins:maven-deploy-plugin,3.1.1,3.1.2,patch,1,,
sventorben/keycloak-restrict-client-auth,279,1,org.apache.maven.plugins:maven-deploy-plugin,3.1.1,3.1.2,patch,1,,
sventorben/keycloak-home-idp-discovery,357,1,org.apache.maven.plugins:maven-deploy-plugin,3.1.1,3.1.2,patch,1,,
std-uritemplate/std-uritemplate,176,1,org.apache.maven.plugins:maven-deploy-plugin,3.1.1,3.1.2,patch,1,,
std-uritemplate/std-uritemplate,22,1,org.apache.maven.plugins:maven-deploy-plugin,3.0.0,3.1.1,minor,0,,
aws/neptune-export,54,1,org.apache.maven.plugins:maven-deploy-plugin,2.8.1,3.1.1,major,0,,
alibaba/fastjson2,1851,1,org.apache.maven.plugins:maven-enforcer-plugin,3.4.0,3.4.1,patch,1,,
alibaba/fastjson2,1795,1,org.apache.maven.plugins:maven-enforcer-plugin,3.3.0,3.4.0,minor,1,,
instancio/instancio,748,1,org.apache.maven.plugins:maven-enforcer-plugin,3.4.0,3.4.1,patch,1,,
instancio/instancio,731,1,org.apache.maven.plugins:maven-enforcer-plugin,3.3.0,3.4.0,minor,1,,
HaHaWTH/AdvancedSensitiveWords,13,1,org.apache.maven.plugins:maven-enforcer-plugin,3.2.1,3.4.1,minor,1,,
awslabs/eventbridge-kafka-connector,210,1,org.apache.maven.plugins:maven-failsafe-plugin,3.2.3,3.2.5,patch,1,,
awslabs/eventbridge-kafka-connector,188,1,org.apache.maven.plugins:maven-failsafe-plugin,3.2.2,3.2.3,patch,1,,
awslabs/eventbridge-kafka-connector,166,1,org.apache.maven.plugins:maven-failsafe-plugin,3.2.1,3.2.2,patch,1,,
awslabs/eventbridge-kafka-connector,158,1,org.apache.maven.plugins:maven-failsafe-plugin,3.1.2,3.2.1,minor,1,,
Jojoooo1/spring-boot-api,98,1,org.apache.maven.plugins:maven-failsafe-plugin,3.2.3,3.2.5,patch,1,,
instancio/instancio,879,1,org.apache.maven.plugins:maven-failsafe-plugin,3.2.3,3.2.5,patch,1,,
instancio/instancio,848,1,org.apache.maven.plugins:maven-failsafe-plugin,3.2.2,3.2.3,patch,1,,
instancio/instancio,804,1,org.apache.maven.plugins:maven-failsafe-plugin,3.2.1,3.2.2,patch,1,,
instancio/instancio,788,1,org.apache.maven.plugins:maven-failsafe-plugin,3.1.2,3.2.1,minor,1,,
jhipster/jhipster-lite,9069,1,org.apache.maven.plugins:maven-failsafe-plugin,3.0.0-M5,3.2.5,minor,0,,
sventorben/keycloak-restrict-client-auth,236,1,org.apache.maven.plugins:maven-failsafe-plugin,3.2.3,3.2.5,patch,1,,
sventorben/keycloak-restrict-client-auth,225,1,org.apache.maven.plugins:maven-failsafe-plugin,3.2.2,3.2.3,patch,1,,
sventorben/keycloak-restrict-client-auth,213,1,org.apache.maven.plugins:maven-failsafe-plugin,3.2.1,3.2.2,patch,1,,
sventorben/keycloak-restrict-client-auth,208,1,org.apache.maven.plugins:maven-failsafe-plugin,3.1.2,3.2.1,minor,1,,
sventorben/keycloak-home-idp-discovery,305,1,org.apache.maven.plugins:maven-failsafe-plugin,3.2.3,3.2.5,patch,1,,
sventorben/keycloak-home-idp-discovery,287,1,org.apache.maven.plugins:maven-failsafe-plugin,3.2.2,3.2.3,patch,1,,
sventorben/keycloak-home-idp-discovery,270,1,org.apache.maven.plugins:maven-failsafe-plugin,3.2.1,3.2.2,patch,1,,
sventorben/keycloak-home-idp-discovery,257,1,org.apache.maven.plugins:maven-failsafe-plugin,3.1.2,3.2.1,minor,1,,
hantsy/jakartaee10-starter-boilerplate,47,1,org.apache.maven.plugins:maven-failsafe-plugin,3.2.3,3.2.5,patch,1,,
hantsy/jakartaee10-starter-boilerplate,40,1,org.apache.maven.plugins:maven-failsafe-plugin,3.2.2,3.2.3,patch,1,,
hantsy/jakartaee10-starter-boilerplate,28,1,org.apache.maven.plugins:maven-failsafe-plugin,3.2.1,3.2.2,patch,1,,
hantsy/jakartaee10-starter-boilerplate,22,1,org.apache.maven.plugins:maven-failsafe-plugin,3.1.2,3.2.1,minor,1,,
databricks/databricks-sdk-java,206,1,org.apache.maven.plugins:maven-failsafe-plugin,3.1.2,3.2.5,minor,1,,
OpenFeign/querydsl,358,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.2,patch,0,,
OpenFeign/querydsl,348,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,1,,
OpenFeign/querydsl,336,1,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.0,minor,0,,
Flmelody/windward,53,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.2,patch,0,,
Flmelody/windward,48,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,1,,
Flmelody/windward,46,1,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.0,minor,0,,
Flmelody/windward,16,1,org.apache.maven.plugins:maven-gpg-plugin,1.5,3.1.0,major,0,,
michelin/kstreamplify,188,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.2,patch,0,,
michelin/kstreamplify,183,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,1,,
michelin/kstreamplify,181,1,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.0,minor,0,,
OpenFeign/querydsl,397,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.3,3.2.4,patch,1,,
OpenFeign/querydsl,381,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.2,3.2.3,patch,1,,
michelin/kstreamplify,199,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.3,3.2.4,patch,1,,
michelin/kstreamplify,195,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.2,3.2.3,patch,1,,
alibaba/fastjson2,2471,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.2,3.2.4,patch,1,,
alibaba/fastjson2,2376,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.2,patch,0,,
alibaba/fastjson2,2336,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,1,,
alibaba/fastjson2,2314,1,org.apache.maven.plugins:maven-gpg-plugin,3.0.1,3.2.0,minor,0,,
instancio/instancio,997,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.3,3.2.4,patch,1,,
instancio/instancio,988,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.2,3.2.3,patch,1,,
instancio/instancio,979,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.2,patch,0,,
instancio/instancio,969,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,1,,
instancio/instancio,957,1,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.0,minor,0,,
aws/event-ruler,156,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.3,3.2.4,patch,1,,
aws/event-ruler,154,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.3,patch,0,,
aws/event-ruler,149,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,1,,
aws/event-ruler,146,1,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.0,minor,0,,
jhipster/jhipster-lite,9605,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.3,3.2.4,patch,1,,
jhipster/jhipster-lite,9515,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.2,3.2.3,patch,1,,
jhipster/jhipster-lite,9376,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.2,patch,0,,
jhipster/jhipster-lite,9275,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,1,,
jhipster/jhipster-lite,9193,1,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.0,minor,0,,
turkraft/springfilter,376,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.2,3.2.4,patch,1,,
turkraft/springfilter,371,1,org.apache.maven.plugins:maven-gpg-plugin,3.0.1,3.2.2,minor,0,,
brenoepics/at4j,87,1,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.4,minor,0,,
manusa/helm-java,90,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.3,3.2.4,patch,1,,
manusa/helm-java,86,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.2,3.2.3,patch,1,,
manusa/helm-java,81,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.2,patch,0,,
manusa/helm-java,79,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,1,,
manusa/helm-java,75,1,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.0,minor,0,,
britka/playwrightium,44,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.3,3.2.4,patch,1,,
britka/playwrightium,40,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.2,3.2.3,patch,1,,
britka/playwrightium,32,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.2,patch,0,,
britka/playwrightium,29,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,1,,
britka/playwrightium,25,1,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.0,minor,0,,
dmlloyd/jdk-classfile-preview,37,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.3,3.2.4,patch,1,,
dmlloyd/jdk-classfile-preview,36,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.2,3.2.3,patch,1,,
dmlloyd/jdk-classfile-preview,34,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.2,patch,0,,
dmlloyd/jdk-classfile-preview,32,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,1,,
dmlloyd/jdk-classfile-preview,31,1,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.0,minor,0,,
JDK-Plus/spring-boot-starter-milvus,30,1,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.3,minor,0,,
std-uritemplate/std-uritemplate,169,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.3,3.2.4,patch,1,,
std-uritemplate/std-uritemplate,159,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.2,3.2.3,patch,1,,
std-uritemplate/std-uritemplate,149,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.2,patch,0,,
std-uritemplate/std-uritemplate,142,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,1,,
std-uritemplate/std-uritemplate,136,1,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.0,minor,0,,
artemnefedov/JavaAI,46,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.3,3.2.4,patch,1,,
artemnefedov/JavaAI,44,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.2,3.2.3,patch,1,,
artemnefedov/JavaAI,41,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.2,patch,0,,
artemnefedov/JavaAI,40,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,1,,
artemnefedov/JavaAI,37,1,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.0,minor,0,,
huanmeng-qwq/Gui,12,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.3,3.2.4,patch,1,,
huanmeng-qwq/Gui,7,1,org.apache.maven.plugins:maven-gpg-plugin,3.0.1,3.2.3,minor,0,,
rabobank/shadow-tool,156,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.3,3.2.4,patch,1,,
rabobank/shadow-tool,152,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.2,3.2.3,patch,1,,
rabobank/shadow-tool,149,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.2,patch,0,,
rabobank/shadow-tool,143,1,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,1,,
rabobank/shadow-tool,142,1,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.0,minor,0,,
alibaba/fastjson2,2499,1,org.apache.maven.plugins:maven-install-plugin,3.1.1,3.1.2,patch,1,,
instancio/instancio,996,1,org.apache.maven.plugins:maven-jar-plugin,3.4.0,3.4.1,patch,1,,
instancio/instancio,989,1,org.apache.maven.plugins:maven-jar-plugin,3.3.0,3.4.0,minor,0,,
cmu-db/benchbase,503,1,org.apache.maven.plugins:maven-jar-plugin,3.3.0,3.4.1,minor,0,,
sventorben/keycloak-restrict-client-auth,278,1,org.apache.maven.plugins:maven-jar-plugin,3.4.0,3.4.1,patch,1,,
sventorben/keycloak-home-idp-discovery,352,1,org.apache.maven.plugins:maven-jar-plugin,3.4.0,3.4.1,patch,1,,
sventorben/keycloak-home-idp-discovery,347,1,org.apache.maven.plugins:maven-jar-plugin,3.3.0,3.4.0,minor,0,,
brenoepics/at4j,86,1,org.apache.maven.plugins:maven-jar-plugin,3.3.0,3.4.1,minor,0,,
brenoepics/at4j,39,1,org.apache.maven.plugins:maven-jar-plugin,3.1.0,3.3.0,minor,1,,
artemnefedov/JavaAI,47,1,org.apache.maven.plugins:maven-jar-plugin,3.4.0,3.4.1,patch,1,,
artemnefedov/JavaAI,43,1,org.apache.maven.plugins:maven-jar-plugin,3.3.0,3.4.0,minor,0,,
huanmeng-qwq/Gui,13,1,org.apache.maven.plugins:maven-jar-plugin,3.4.0,3.4.1,patch,1,,
huanmeng-qwq/Gui,11,1,org.apache.maven.plugins:maven-jar-plugin,3.3.0,3.4.0,minor,0,,
rabobank/shadow-tool,155,1,org.apache.maven.plugins:maven-jar-plugin,3.4.0,3.4.1,patch,1,,
rabobank/shadow-tool,153,1,org.apache.maven.plugins:maven-jar-plugin,3.3.0,3.4.0,minor,0,,
OpenFeign/querydsl,191,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.2,3.6.3,patch,0,,
OpenFeign/querydsl,138,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.2,3.6.3,patch,0,,
OpenFeign/querydsl,73,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.0,3.6.2,patch,0,,
OpenFeign/querydsl,7,1,org.apache.maven.plugins:maven-javadoc-plugin,3.3.0,3.6.0,minor,0,,
Flmelody/windward,26,1,org.apache.maven.plugins:maven-javadoc-plugin,3.2.0,3.6.3,minor,0,,
michelin/kstreamplify,144,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.2,3.6.3,patch,0,,
michelin/kstreamplify,127,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.0,3.6.2,patch,0,,
michelin/kstreamplify,96,1,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.0,minor,1,,
alibaba/fastjson2,2075,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.2,3.6.3,patch,0,,
alibaba/fastjson2,2000,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.0,3.6.2,patch,0,,
alibaba/fastjson2,1871,1,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.0,minor,1,,
devlive-community/datacap,674,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.0,3.6.3,patch,0,,
devlive-community/datacap,437,1,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.0,minor,1,,
instancio/instancio,834,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.2,3.6.3,patch,0,,
instancio/instancio,805,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.0,3.6.2,patch,0,,
instancio/instancio,758,1,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.0,minor,1,,
aws/event-ruler,134,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.2,3.6.3,patch,0,,
aws/event-ruler,128,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.0,3.6.2,patch,0,,
aws/event-ruler,112,1,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.0,minor,1,,
turkraft/springfilter,354,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.2,3.6.3,patch,0,,
turkraft/springfilter,350,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.0,3.6.2,patch,0,,
turkraft/springfilter,342,1,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.0,minor,1,,
britka/playwrightium,7,1,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.3,minor,0,,
whereareiam/Socialismus,13,1,org.apache.maven.plugins:maven-javadoc-plugin,3.3.0,3.6.3,minor,0,,
dmlloyd/jdk-classfile-preview,23,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.2,3.6.3,patch,0,,
dmlloyd/jdk-classfile-preview,20,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.0,3.6.2,patch,0,,
dmlloyd/jdk-classfile-preview,11,1,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.0,minor,1,,
dmlloyd/jdk-classfile-preview,6,1,org.apache.maven.plugins:maven-javadoc-plugin,3.0.1,3.5.0,minor,0,,
std-uritemplate/std-uritemplate,106,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.2,3.6.3,patch,0,,
std-uritemplate/std-uritemplate,89,1,org.apache.maven.plugins:maven-javadoc-plugin,3.6.0,3.6.2,patch,0,,
std-uritemplate/std-uritemplate,70,1,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.0,minor,1,,
std-uritemplate/std-uritemplate,26,1,org.apache.maven.plugins:maven-javadoc-plugin,3.2.0,3.5.0,minor,0,,
