project,dep,dep_range,project_depth,status,Incompatibility,No suitable version,"Error (no jar, call graph)"
us.ihmc|scs2-session-visualizer-jfx|0.8.3-bullet-alpha-5,us.ihmc|scs2-simulation|0.8.3-bullet-alpha-5,"[0.8.3-bullet-alpha-5,17-0.11.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.7.3,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.10.4,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
it.unibo.alchemist|alchemist-swingui|12.2.8,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
com.tencent.bk.devops.ci.plugin|api-plugin|1.5.37-RELEASE,com.tencent.bk.devops.ci.common|common-event|1.5.37-RELEASE,"[1.5.37-RELEASE,1.7.37-RELEASE]",4,success,,,
org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.webfinger|6.7.110,org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.discovery|6.7.110,"[6.7.110,6.7.170]",4,success,,,
us.ihmc|scs2-simulation-construction-set|17-0.10.1,us.ihmc|scs2-session|17-0.10.1,"[17-0.10.1,17-0.11.1]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.36,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.extension.identity.authenticator.outbound.totp|org.wso2.carbon.extension.identity.authenticator.totp.feature|2.2.14,org.wso2.carbon.extension.identity.authenticator.outbound.totp|org.wso2.carbon.extension.identity.authenticator.totp.connector|2.2.14,"[2.2.14,3.2.0]",4,success,,,
us.ihmc|scs2-session-logger|17-0.9.5,us.ihmc|scs2-session|17-0.9.5,"[17-0.9.5,17-0.11.1]",4,success,,,
org.wso2.samples.is|sample-handler|4.5.4,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.18.0,"[5.18.0,5.18.11]",4,success,,,
us.ihmc|simulation-construction-set-utilities|0.21.15,us.ihmc|ihmc-yovariables|0.9.11,"[0.9.11,0.9.12]",4,success,,,
it.unibo.alchemist|alchemist-swingui|14.1.0,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
us.ihmc|scs2-session-visualizer-jfx|0.7.0-bullet-alpha-3,us.ihmc|scs2-simulation|0.7.0-bullet-alpha-3,"[0.7.0-bullet-alpha-3,17-0.11.1]",4,success,,,
us.ihmc|scs2-session-logger|17-0.9.1,us.ihmc|scs2-session|17-0.9.1,"[17-0.9.1,17-0.11.1]",4,success,,,
org.wso2.samples.is|sample-handler|4.3.9,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.18.0,"[5.18.0,5.18.11]",4,success,,,
org.wso2.carbon.multitenancy|org.wso2.carbon.tenant.mgt.server.feature|4.10.0,org.wso2.carbon.multitenancy|org.wso2.carbon.tenant.mgt|4.10.0,No suitable version,4,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.24.1,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authenticator.basicauth.jwt|6.4.1,org.wso2.carbon.identity.application.auth.basic|org.wso2.carbon.identity.application.authenticator.basicauth|6.4.1,"[6.4.1,6.4.7]",4,success,,,
ch.epfl.scala|bloop-backend_2.12|1.4.11-32-df7ed99e,org.scala-sbt|librarymanagement-ivy_2.12|1.0.0,"[1.0.0,1.6.0]",4,success,,,
us.ihmc|scs2-examples|17-0.11.0,us.ihmc|scs2-bullet-simulation|17-0.11.0,"[17-0.11.0,17-0.11.1]",4,success,,,
org.wso2.carbon.identity.migration.resources|org.wso2.carbon.is.migration|1.0.214,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.46,"[1.5.46,1.6.1]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.65,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.23,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.12.1,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.65,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.56,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
us.ihmc|scs2-session-logger|0.6.0,us.ihmc|scs2-session|0.6.0,"[0.6.0,17-0.11.1]",4,success,,,
us.ihmc|scs2-simulation-construction-set|0.8.0-bullet-alpha-5,us.ihmc|scs2-simulation|0.8.0-bullet-alpha-5,"[0.8.0-bullet-alpha-5,17-0.11.1]",4,success,,,
it.unibo.alchemist|alchemist-swingui|20.0.1,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.identity.workflow.impl.bps|org.wso2.carbon.identity.workflow.impl|5.5.1,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.workflow.mgt|5.20.210,"[5.20.210,5.20.295]",4,success,,,
it.unibo.alchemist|alchemist-swingui|12.2.7,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
it.unibo.alchemist|alchemist-swingui|19.0.3,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.account.suspension.notification.task.server.feature|1.5.53,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.account.suspension.notification.task|1.5.53,"[1.5.53,1.5.84]",4,success,,,
us.ihmc|scs2-session-logger|17-0.9.3,us.ihmc|scs2-session|17-0.9.3,"[17-0.9.3,17-0.11.1]",4,success,,,
com.hotels|waggle-dance-boot|3.9.8,com.hotels|waggle-dance-rest|3.9.8,"[3.9.8,3.10.12]",4,success,,,
us.ihmc|scs2-bullet-simulation-test|0.6.0-bullet-alpha-2,us.ihmc|scs2-bullet-simulation|0.6.0-bullet-alpha-2,"[0.6.0-bullet-alpha-2,17-0.11.1]",4,success,,,
com.lihaoyi|mill-scalalib-worker_2.13|0.10.0-M4-42-46b660,org.scala-sbt|zinc_2.13|1.5.7,"[1.5.7,1.5.8]",4,success,,,
us.ihmc|scs2-session-logger|17-0.12.2,us.ihmc|scs2-simulation|17-0.12.2,"[17-0.12.2,17-0.12.4]",4,success,,,
io.get-coursier|definitions_2.12|2.0.12,org.scala-sbt|librarymanagement-ivy_2.12|1.3.4,null,4,failed,Y,,
io.get-coursier|lm-coursier-shaded_2.12|2.0.10-1,org.scala-sbt|librarymanagement-ivy_2.12|1.3.4,null,4,failed,Y,,
org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.application.authentication.server.feature|5.5.1,org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.authentication.analytics.login|5.5.1,"[5.5.1,5.6.1]",4,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.identity.sts.passive|5.6.18,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.18.8,null,4,failed,Y,,
ch.epfl.scala|bloop-backend_2.12|1.4.11-47-b6175e43,org.scala-sbt|librarymanagement-ivy_2.12|1.0.0,"[1.0.0,1.6.0]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.64,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
ch.epfl.scala|bloop-backend_2.12|1.4.12-10-46c598d0,org.scala-sbt|librarymanagement-ivy_2.12|1.0.0,"[1.0.0,1.6.0]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.41,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,null,4,failed,Y,,
us.ihmc|scs2-simulation-test|17-0.12.1,us.ihmc|scs2-simulation|17-0.12.1,"[17-0.12.1,17-0.12.4]",4,success,,,
us.ihmc|scs2-session-visualizer-jfx|0.8.2-bullet-alpha-5,us.ihmc|scs2-session|0.8.2-bullet-alpha-5,"[0.8.2-bullet-alpha-5,17-0.11.1]",4,success,,,
org.wso2.carbon.identity.migration.resources|org.wso2.carbon.is.migration|1.0.210,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.46,"[1.5.46,1.6.1]",4,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.captcha.server.feature|1.5.57,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.captcha|1.5.57,"[1.5.57,1.5.84]",4,success,,,
org.wso2.samples.is|sample-template|4.3.10,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.18.0,"[5.18.0,5.18.11]",4,success,,,
org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|2.2.1,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,"[5.20.66,5.20.72]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.42,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.10.3,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|scs2-session-logger|17-0.12.1,us.ihmc|scs2-simulation|17-0.12.1,"[17-0.12.1,17-0.12.4]",4,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.api.user.recovery|1.5.59,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.5.59,"[1.5.59,1.5.84]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.1.18,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
us.ihmc|scs2-session-test|17-0.9.3,us.ihmc|scs2-session|17-0.9.3,"[17-0.9.3,17-0.11.1]",4,success,,,
ch.epfl.scala|bloop-shared_2.12|1.4.11-47-b6175e43,ch.epfl.scala|zinc_2.12|1.3.0-M4+47-d881fa2f,No suitable version,4,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.63,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.identity.migration.resources|org.wso2.carbon.is.migration|1.0.206,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.46,null,4,failed,Y,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.67,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.12.5,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
us.ihmc|scs2-bullet-simulation-test|17-0.12.1,us.ihmc|scs2-bullet-simulation|17-0.12.1,null,4,failed,Y,,
org.apache.seatunnel|seatunnel-core-spark|2.1.1,org.apache.seatunnel|seatunnel-connector-spark-tidb|2.1.1,null,4,failed,Y,,
org.apache.seatunnel|seatunnel-core-spark|2.1.0,org.apache.seatunnel|seatunnel-connector-spark-tidb|2.1.0,null,4,failed,Y,,
