project,dep,dep_range,project_depth,status,Incompatibility,No suitable version,"Error (no jar, call graph)"
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.1.3,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
us.ihmc|simulation-construction-set-utilities|0.21.13,us.ihmc|ihmc-yovariables|0.9.11,"[0.9.11,0.9.12]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.46,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.48,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.identity.migration.resources|org.wso2.carbon.is.migration|1.0.224,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.46,"[1.5.46,1.6.1]",4,success,,,
it.unibo.alchemist|alchemist-swingui|24.1.8,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.multi.attribute.login.service|1.5.54,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.governance|1.5.54,"[1.5.54,1.5.84]",4,success,,,
org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.webfinger|6.7.111,org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.discovery|6.7.111,null,4,failed,Y,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.51,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.authn|1.0.44,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.267,"[5.20.267,5.20.295]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.48,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.67,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|scs2-session-logger|0.5.1,us.ihmc|scs2-session|0.5.1,"[0.5.1,17-0.11.1]",4,success,,,
io.get-coursier|lm-coursier-shaded_2.12|2.0.13,org.scala-sbt|librarymanagement-ivy_2.12|1.3.4,"[1.3.4,1.6.0]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.55,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|simulation-construction-set-utilities|0.21.14,us.ihmc|ihmc-yovariables|0.9.11,null,4,failed,Y,,
io.github.alexarchambault.bleep|bloop-shared_2.12|1.4.17,ch.epfl.scala|zinc_2.12|1.3.0-M4+47-d881fa2f,No suitable version,4,failed,,Y,
org.wso2.carbon.identity.migration.resources|org.wso2.carbon.is.migration|1.0.216,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.46,"[1.5.46,1.6.1]",4,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.history.server.feature|1.5.59,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.history|1.5.59,"[1.5.59,1.5.84]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.14.0,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|scs2-simulation-test|0.8.5-bullet-alpha-6,us.ihmc|scs2-simulation|0.8.5-bullet-alpha-6,"[0.8.5-bullet-alpha-6,17-0.11.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.10.3,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,null,4,failed,Y,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.9.0,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
ch.epfl.scala|bloop-shared_2.12|1.4.11-41-810654d1,ch.epfl.scala|zinc_2.12|1.3.0-M4+47-d881fa2f,No suitable version,4,failed,,Y,
org.wso2.km.ext.wso2is|wso2is.notification.event.handlers|1.5.3,org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.application.authentication|5.3.19,"[5.3.19,5.6.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.16,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.authn|1.0.36,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.267,"[5.20.267,5.20.295]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.7.2,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|scs2-simulation-test|0.4.0,us.ihmc|scs2-simulation|0.4.0,"[0.4.0,0.6.0]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.20,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
ch.epfl.scala|bloop-backend_2.12|1.4.12-4-b38916d2,org.scala-sbt|librarymanagement-ivy_2.12|1.0.0,null,4,failed,Y,,
it.unibo.alchemist|alchemist-swingui|19.1.1,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.biodatageeks|sequila_2.12|1.1.0,io.projectglow|glow-spark3_2.12|1.0.1,No suitable version,4,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.0.369.4,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
it.unibo.alchemist|alchemist-swingui|12.0.4,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
us.ihmc|scs2-bullet-simulation-debug|17-0.12.1,us.ihmc|scs2-bullet-simulation|17-0.12.1,"[17-0.12.1,17-0.14.0]",4,success,,,
it.unibo.alchemist|alchemist-swingui|13.0.3,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
com.lihaoyi|mill-scalalib-worker_2.13|0.10.0-M4-45-b404eb,org.scala-sbt|zinc_2.13|1.5.7,"[1.5.7,1.5.8]",4,success,,,
io.get-coursier|lm-coursier_2.13|2.0.10-1,org.scala-sbt|librarymanagement-ivy_2.13|1.5.0-M3,"[1.5.0-M3,1.5.1]",4,success,,,
us.ihmc|scs2-examples|17-0.13.0,us.ihmc|scs2-bullet-simulation|17-0.13.0,"[17-0.13.0,17-0.14.0]",4,success,,,
ch.epfl.scala|bloop-shared_2.12|1.4.12-10-46c598d0,ch.epfl.scala|zinc_2.12|1.3.0-M4+47-d881fa2f,No suitable version,4,failed,,Y,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.captcha.server.feature|1.5.56,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.captcha|1.5.56,"[1.5.56,1.5.84]",4,success,,,
us.ihmc|scs2-shared-memory|0.2.0,us.ihmc|ihmc-yovariables|0.9.11,"[0.9.11,0.9.12]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.12.4,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|scs2-session-visualizer-jfx|17-0.5.1,us.ihmc|scs2-session|17-0.5.1,"[17-0.5.1,17-0.11.1]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.authn|1.0.51,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.267,"[5.20.267,5.20.295]",4,success,,,
ch.epfl.scala|bloop-shared_2.12|1.4.11-53-ee093a60,ch.epfl.scala|zinc_2.12|1.3.0-M4+47-d881fa2f,No suitable version,4,failed,,Y,
it.unibo.alchemist|alchemist-swingui|12.1.5,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.daisy.pipeline.modules|daisy3-to-daisy202|2.0.4,org.daisy.pipeline.modules|file-utils|2.1.2,No suitable version,4,failed,,Y,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.identity.sts.passive|5.6.20,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.18.8,"[5.18.8,5.18.11]",4,success,,,
ch.epfl.scala|bloop-backend_2.12|1.4.12-14-2cef762b,org.scala-sbt|librarymanagement-ivy_2.12|1.0.0,"[1.0.0,1.6.0]",4,success,,,
org.daisy.pipeline.modules.braille|libhyphen-utils|2.1.1,org.daisy.pipeline.modules.braille|common-utils|8.2.1,No suitable version,4,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.0.369.5,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
ch.epfl.scala|bloop-shared_2.12|1.4.11-34-9e5d2075,ch.epfl.scala|zinc_2.12|1.3.0-M4+47-d881fa2f,No suitable version,4,failed,,Y,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.1.21,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.54,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.72,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.40,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.60,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.daisy.pipeline.modules|nimas-fileset-validator|2.0.4,org.daisy.pipeline.modules|common-utils|1.4.0,No suitable version,4,failed,,Y,
us.ihmc|scs2-simulation-test|0.6.0-bullet-alpha-2,us.ihmc|scs2-simulation|0.6.0-bullet-alpha-2,"[0.6.0-bullet-alpha-2,17-0.11.1]",4,success,,,
us.ihmc|scs2-simulation-construction-set|17-0.9.3,us.ihmc|scs2-session|17-0.9.3,"[17-0.9.3,17-0.11.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.70,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.14.3,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.history.server.feature|1.5.61,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.password.history|1.5.61,"[1.5.61,1.5.84]",4,success,,,
org.dashbuilder|dashbuilder-server-all|7.65.0.Final,org.kie.soup|kie-soup-dataset-elasticsearch|7.65.0.Final,No suitable version,4,failed,,Y,
us.ihmc|scs2-simulation-test|0.8.0,us.ihmc|scs2-simulation|0.8.0,null,4,failed,Y,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.66,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.1.12,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.captcha.server.feature|1.5.53,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.captcha|1.5.53,"[1.5.53,1.5.84]",4,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.identity.sts.passive|5.10.2,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,"[5.20.66,5.20.72]",4,success,,,
it.unibo.alchemist|alchemist-swingui|12.1.2,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,null,4,failed,Y,,
us.ihmc|scs2-session-visualizer-jfx|17-0.11.0,us.ihmc|scs2-session|17-0.11.0,"[17-0.11.0,17-0.11.1]",4,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery.server.feature|1.5.59,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.5.59,"[1.5.59,1.5.84]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.53,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.tenant.resource.manager|1.5.52,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.governance|1.5.52,"[1.5.52,1.5.84]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.60,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,null,4,failed,Y,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.7.6,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,null,4,failed,Y,,
us.ihmc|scs2-simulation-test|0.7.0-bullet-alpha-3,us.ihmc|scs2-simulation|0.7.0-bullet-alpha-3,"[0.7.0-bullet-alpha-3,17-0.11.1]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.1.8,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.0.34,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
ch.epfl.scala|bloop-backend_2.12|1.4.12-6-1261d1aa,org.scala-sbt|librarymanagement-ivy_2.12|1.0.0,"[1.0.0,1.6.0]",4,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.identity.sts.passive|5.6.15,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,"[5.20.66,5.20.72]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.19,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
io.github.kierendavies|mill-explicit-deps_mill0.9_2.13|0.2.0,org.scala-sbt|zinc-persist_2.13|1.4.4,null,4,failed,Y,,
us.ihmc|scs2-session-test|17-0.9.1,us.ihmc|scs2-session|17-0.9.1,"[17-0.9.1,17-0.11.1]",4,success,,,
it.unibo.alchemist|alchemist-swingui|24.1.0,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.km.ext.wso2is|wso2is.notification.event.handlers|1.5.0,org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.application.authentication|5.3.19,"[5.3.19,5.6.1]",4,success,,,
it.unibo.alchemist|alchemist-swingui|18.0.2,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.identity.migration.resources|org.wso2.carbon.is.migration|1.0.220,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.46,"[1.5.46,1.6.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.58,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.carbon.identity.inbound.auth.saml2|org.wso2.carbon.identity.sso.saml.server.feature|5.9.11,org.wso2.carbon.identity.inbound.auth.saml2|org.wso2.carbon.identity.sso.saml|5.9.11,"[5.9.11,5.11.0]",4,success,,,
org.wso2.carbon.identity.inbound.auth.saml2|org.wso2.carbon.identity.sso.saml.ui|5.9.2,org.wso2.carbon.identity.framework|org.wso2.carbon.idp.mgt|5.20.127,"[5.20.127,5.20.295]",4,success,,,
ch.epfl.scala|bloop-backend_2.12|1.4.11-38-053cdea7,org.scala-sbt|librarymanagement-ivy_2.12|1.0.0,"[1.0.0,1.6.0]",4,success,,,
org.wso2.carbon.extension.identity.provisioning.outbound.duo|identity-outbound-provisioning-duo|1.1.29,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.provisioning|5.17.5,"[5.17.5,5.17.8]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.17,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.12.1,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.application.authentication.server.feature|5.6.0,org.wso2.carbon.identity.datapublisher.authentication|org.wso2.carbon.identity.data.publisher.authentication.audit|5.6.0,"[5.6.0,5.6.1]",4,success,,,
us.ihmc|scs2-bullet-simulation-debug|17-0.12.4,us.ihmc|scs2-bullet-simulation|17-0.12.4,"[17-0.12.4,17-0.14.0]",4,success,,,
org.wso2.carbon.identity.workflow.impl.bps|org.wso2.carbon.identity.workflow.impl|5.4.9,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.workflow.mgt|5.20.210,"[5.20.210,5.20.295]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.54,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
us.ihmc|scs2-simulation-test|17-0.8.6-bullet-alpha-7,us.ihmc|scs2-simulation|17-0.8.6-bullet-alpha-7,"[17-0.8.6-bullet-alpha-7,17-0.11.1]",4,success,,,
org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery.server.feature|1.5.52,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.5.52,"[1.5.52,1.5.84]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.1.1,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
it.unibo.alchemist|alchemist-swingui|24.0.3,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.identity.apps|org.wso2.identity.apps.common|1.2.737,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.270,"[5.20.270,5.20.295]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.authn|1.0.34,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.267,"[5.20.267,5.20.295]",4,success,,,
io.gitee.cikaros|fly-feel-security|2.0.1,io.gitee.cikaros|fly-feel-define|2.0.2,No suitable version,4,failed,,Y,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.71,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,null,4,failed,Y,,
io.github.alexarchambault.bleep|bloop-backend_2.12|1.4.16,org.scala-sbt|librarymanagement-ivy_2.12|1.0.0,"[1.0.0,1.6.0]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.50,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.role.management.service|1.1.6,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.122,"[1.5.122,1.6.1]",4,success,,,
us.abstracta.jmeter|jmeter-java-dsl-blazemeter|0.42,us.abstracta.jmeter|jmeter-java-dsl|0.42,"[0.42,0.43]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.10.4,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
it.unibo.alchemist|alchemist-swingui|24.0.6,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
io.get-coursier|lm-coursier-shaded_2.12|2.0.11,org.scala-sbt|librarymanagement-ivy_2.12|1.3.4,null,4,failed,Y,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.0.369.4,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.samples.is|sample-template|4.5.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.18.0,"[5.18.0,5.18.11]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.7.5,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.authn|1.0.42,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.267,"[5.20.267,5.20.295]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.61,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.14,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
io.imunity|unity-server-unicore|3.8.0,io.imunity|unity-server-saml|3.8.0,"[3.8.0,3.10.0]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.impl|9.2.47,org.wso2.carbon.identity.governance|org.wso2.carbon.identity.recovery|1.4.72,"[1.4.72,1.4.101]",4,success,,,
org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.webfinger|6.7.101,org.wso2.carbon.identity.inbound.auth.oauth2|org.wso2.carbon.identity.discovery|6.7.101,"[6.7.101,6.7.170]",4,success,,,
org.wso2.carbon.identity.migration.resources|org.wso2.carbon.is.migration|1.0.218,org.wso2.carbon.identity.inbound.provisioning.scim2|org.wso2.carbon.identity.scim2.common|1.5.46,"[1.5.46,1.6.1]",4,success,,,
it.unibo.alchemist|alchemist-swingui|13.0.1,net.anwiba.commons.swing.icons|org.oxygen.oxygen-icons|4.13.0-1.1.158,"[4.13.0-1.1.158,4.13.0-1.2.50]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.keymgt|9.2.58,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|scs2-examples|0.6.0-bullet-alpha-2,us.ihmc|scs2-bullet-simulation|0.6.0-bullet-alpha-2,"[0.6.0-bullet-alpha-2,17-0.11.1]",4,success,,,
org.wso2.carbon.extension.identity.oauth2.grantType.jwt|org.wso2.carbon.identity.oauth2.grant.jwt|2.2.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,"[5.20.66,5.20.72]",4,success,,,
org.wso2.carbon.identity.organization.management|org.wso2.carbon.identity.organization.management.authn|1.0.50,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.267,"[5.20.267,5.20.295]",4,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.sts|5.8.0,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.20.66,"[5.20.66,5.20.72]",4,success,,,
com.ig.orchestrations.us.rfed|orchestration|0.4.10,io.fixprotocol.orchestrations|fix-standard|1.5.1,"[1.5.1,1.5.2]",4,success,,,
org.wso2.carbon.identity.inbound.auth.sts|org.wso2.carbon.sts|5.6.21,org.wso2.carbon.identity.framework|org.wso2.carbon.identity.application.mgt|5.18.8,"[5.18.8,5.18.11]",4,success,,,
us.ihmc|scs2-session-visualizer-jfx|0.8.0-bullet-alpha-5,us.ihmc|scs2-simulation|0.8.0-bullet-alpha-5,"[0.8.0-bullet-alpha-5,17-0.11.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.58,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.2.14,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
us.ihmc|scs2-simulation-construction-set|0.8.5-bullet-alpha-6,us.ihmc|scs2-simulation|0.8.5-bullet-alpha-6,"[0.8.5-bullet-alpha-6,17-0.11.1]",4,success,,,
org.wso2.carbon.apimgt|org.wso2.carbon.apimgt.tokenmgt|9.12.4,org.wso2.carbon.identity.framework|org.wso2.carbon.claim.mgt|5.18.187,"[5.18.187,5.18.253]",4,success,,,
org.wso2.carbon.extension.identity.authenticator.outbound.totp|org.wso2.carbon.extension.identity.authenticator.totp.feature|3.0.27,org.wso2.carbon.extension.identity.authenticator.outbound.totp|org.wso2.carbon.extension.identity.authenticator.totp.connector|3.0.27,"[3.0.27,3.2.0]",4,success,,,
us.abstracta.jmeter|jmeter-java-dsl-blazemeter|0.40,us.abstracta.jmeter|jmeter-java-dsl|0.40,"[0.40,0.43]",4,success,,,
us.ihmc|scs2-session-test|17-0.5.1,us.ihmc|scs2-session|17-0.5.1,"[17-0.5.1,17-0.11.1]",4,success,,,
